,geometry,LATITUDE,LONGITUDE,CURRENT_SIZE,FIRE_NUMBER,FIRE_YEAR,IGNITION_DATE,FIRE_OUT_DATE,FIRE_CAUSE,FIRE_CENTRE
655,POINT (-118.38784789463851 50.25133920480989),50.2513,-118.3878,1462.0,K40358,2003,2003-08-06 19:50:00,2003-11-25 20:00:00,Lightning,Kamloops Fire Centre
656,POINT (-120.56931557601409 51.22252299851668),51.222500000000004,-120.56930000000001,1500.0,C40305,2003,2003-08-06 20:00:00,2003-11-28 20:00:00,Lightning,Cariboo Fire Centre
657,POINT (-117.75344783750003 50.47643929085885),50.476400000000005,-117.7534,1860.0,N50395,2003,2003-08-06 21:17:00,2003-10-15 07:00:00,Lightning,Southeast Fire Centre
658,POINT (-119.77601547870167 51.37233910117122),51.3723,-119.77600000000001,3980.9,K20436,2003,2003-08-06 22:43:00,2004-06-09 18:00:00,Lightning,Kamloops Fire Centre
659,POINT (-120.42663291546519 52.37743906822722),52.3774,-120.42660000000001,1384.0,K10306,2003,2003-08-06 23:36:00,2003-11-10 20:00:00,Lightning,Kamloops Fire Centre
660,POINT (-118.73373218786945 51.046639208367424),51.046600000000005,-118.7337,1602.0,K30333,2003,2003-08-07 01:36:00,2003-11-30 21:00:00,Lightning,Kamloops Fire Centre
661,POINT (-117.1404147284041 50.51167336270073),50.511700000000005,-117.1404,3869.0,N70700,2003,2003-08-07 04:07:00,2004-06-01 15:00:00,Lightning,Southeast Fire Centre
662,POINT (-117.08276475787906 50.65565637789589),50.6557,-117.0828,1087.0,N70474,2003,2003-08-07 04:30:00,2003-11-23 16:00:00,Lightning,Southeast Fire Centre
663,POINT (-117.04966477566425 50.74173938708552),50.7417,-117.0497,2009.0,N70493,2003,2003-08-07 05:07:00,2004-06-01 15:00:00,Lightning,Southeast Fire Centre
664,POINT (-117.07121442694663 49.44705630506658),49.4471,-117.0712,7916.0,N70556,2003,2003-08-07 15:48:00,2004-06-01 23:00:00,Lightning,Southeast Fire Centre
665,POINT (-118.46834806226167 50.788339225357475),50.7883,-118.4683,1645.0,K40469,2003,2003-08-08 01:00:00,2003-10-31 23:00:00,Lightning,Kamloops Fire Centre
666,POINT (-118.92201535465381 51.48417320873334),51.4842,-118.92200000000001,1150.0,K30464,2003,2003-08-08 01:39:00,2003-11-30 20:15:00,Lightning,Kamloops Fire Centre
667,POINT (-121.67504844101431 50.11438881548156),50.1144,-121.67500000000001,2525.0,K70620,2003,2003-08-09 05:36:00,2003-10-31 19:00:00,Lightning,Kamloops Fire Centre
668,POINT (-115.49398105694708 49.2138734630505),49.2139,-115.494,4000.0,N10694,2003,2003-08-09 07:00:00,2003-09-23 07:00:00,Lightning,Southeast Fire Centre
669,POINT (-118.61518217134967 51.06583922320742),51.0658,-118.6152,2133.0,K30605,2003,2003-08-10 00:29:00,2003-11-20 23:00:00,Lightning,Kamloops Fire Centre
670,POINT (-118.04416475417813 49.98018922822143),49.9802,-118.0442,6700.0,N50617,2003,2003-08-10 07:00:00,2003-11-12 17:00:00,Lightning,Southeast Fire Centre
671,POINT (-118.61501529926163 51.49233924527673),51.4923,-118.61500000000001,1073.0,N40741,2003,2003-08-11 00:00:00,2003-12-08 20:00:00,Lightning,Southeast Fire Centre
672,POINT (-118.66668241991614 51.85000625785914),51.85,-118.6667,1195.0,N40770,2003,2003-08-11 17:00:00,2003-12-05 17:10:00,Lightning,Southeast Fire Centre
673,POINT (-114.73083088734612 49.15588954156616),49.1559,-114.7308,5300.0,N10689,2003,2003-08-14 16:28:00,2003-12-03 17:10:00,Lightning,Southeast Fire Centre
674,POINT (-121.33501552232292 50.59500587795053),50.595000000000006,-121.33500000000001,7636.0,K20624,2003,2003-08-16 02:00:00,2004-06-09 18:00:00,Person,Kamloops Fire Centre
675,POINT (-119.77781532457747 50.8598060752319),50.8598,-119.7778,11395.0,K20627,2003,2003-08-16 04:00:00,2004-06-09 18:00:00,Lightning,Kamloops Fire Centre
676,POINT (-119.6875149828018 49.70933902600387),49.7093,-119.6875,25912.0,K50628,2003,2003-08-16 08:55:00,2004-06-17 17:00:00,Lightning,Kamloops Fire Centre
677,POINT (-115.03603112642367 49.8458235569297),49.845800000000004,-115.036,1500.0,N10748,2003,2003-08-19 07:00:00,2003-09-19 19:00:00,Lightning,Southeast Fire Centre
678,POINT (-119.51934783729853 49.28067302123473),49.2807,-119.5193,3300.0,K50661,2003,2003-08-22 21:00:00,2004-06-17 07:00:00,Person,Kamloops Fire Centre
679,POINT (-116.6586813103428 49.309706341945),49.3097,-116.65870000000001,4836.0,N70820,2003,2003-08-27 23:22:00,2004-08-23 23:00:00,Lightning,Southeast Fire Centre
680,POINT (-128.77285292458723 58.55433805934543),58.554300000000005,-128.77280000000002,2550.0,R90182,2004,2004-06-11 22:52:00,2004-08-30 21:30:00,Lightning,Northwest Fire Centre
681,POINT (-128.9244699126017 58.493188036473846),58.4932,-128.9245,6000.0,R90083,2004,2004-06-18 07:00:00,2004-08-30 21:30:00,Lightning,Northwest Fire Centre
682,POINT (-121.93834866765141 50.73917281299608),50.739200000000004,-121.93830000000001,1514.0,K70099,2004,2004-06-18 23:45:00,2004-11-13 23:36:00,Lightning,Kamloops Fire Centre
683,POINT (-128.90835268467282 58.068005039170785),58.068000000000005,-128.9083,14000.0,R90045,2004,2004-06-20 07:00:00,2004-08-18 21:00:00,Lightning,Northwest Fire Centre
684,POINT (-124.91585011754474 53.63617253934),53.6362,-124.9158,10300.0,G40152,2004,2004-06-20 07:00:00,2004-09-14 19:00:00,Lightning,Prince George Fire Centre
685,POINT (-130.64135377679747 59.590337773068185),59.590300000000006,-130.6413,8000.0,R90097,2004,2004-06-20 21:00:00,2004-12-31 20:00:00,Lightning,Northwest Fire Centre
686,POINT (-128.08335239884144 57.75000515941361),57.75,-128.0833,4066.0,R90189,2004,2004-06-20 22:11:00,2004-08-30 21:30:00,Lightning,Northwest Fire Centre
687,POINT (-125.74668375255186 52.248338394814),52.2483,-125.7467,22745.0,C50125,2004,2004-06-20 22:24:00,2004-12-06 22:30:00,Lightning,Cariboo Fire Centre
688,POINT (-126.63335018133449 53.10000530078897),53.1,-126.6333,1400.0,R10065,2004,2004-06-21 00:18:00,2004-08-30 15:30:00,Lightning,Northwest Fire Centre
689,POINT (-126.26668407945557 52.966672345971126),52.9667,-126.2667,2550.0,C50149,2004,2004-06-21 22:06:00,2004-09-22 15:15:00,Lightning,Cariboo Fire Centre
690,POINT (-131.45558806214757 59.88430464435792),59.8843,-131.4556,29962.0,R90086,2004,2004-06-21 22:13:00,2004-10-06 00:00:00,Lightning,Northwest Fire Centre
691,POINT (-130.8593539266846 59.791671737866984),59.791700000000006,-130.85930000000002,9500.0,R90106,2004,2004-06-21 23:00:00,2004-08-18 22:00:00,Lightning,Northwest Fire Centre
692,POINT (-124.21758397555186 53.55283862844088),53.552800000000005,-124.2176,1821.0,G40189,2004,2004-06-23 04:33:00,2004-09-14 19:00:00,Lightning,Prince George Fire Centre
693,POINT (-124.57894985851524 53.06918856758672),53.0692,-124.5789,1510.0,C10175,2004,2004-06-24 03:00:00,2004-08-17 15:00:00,Lightning,Cariboo Fire Centre
694,POINT (-129.35501949096707 57.57383797303013),57.573800000000006,-129.35500000000002,6000.0,R90101,2004,2004-06-24 05:00:00,2004-08-18 22:00:00,Lightning,Northwest Fire Centre
695,POINT (-122.41668274492089 50.73417275483279),50.7342,-122.4167,2414.0,K70198,2004,2004-06-24 23:00:00,2004-11-13 23:36:00,Lightning,Kamloops Fire Centre
696,POINT (-121.53134846398711 50.278005840588364),50.278000000000006,-121.5313,1493.0,K70172,2004,2004-06-25 00:06:00,2004-11-13 23:36:00,Lightning,Kamloops Fire Centre
697,POINT (-127.06202046104248 59.94867231619529),59.9487,-127.06200000000001,32000.0,G90232,2004,2004-06-25 01:25:00,2004-12-31 18:00:00,Lightning,Prince George Fire Centre
698,POINT (-125.32589954310323 51.81258843645898),51.8126,-125.3259,8100.1,C50265,2004,2004-06-26 00:58:00,2004-12-06 19:00:00,Lightning,Cariboo Fire Centre
699,POINT (-128.01226956945442 58.09872217071147),58.0987,-128.0123,1600.0,R90198,2004,2004-06-26 01:25:00,2004-08-30 22:00:00,Lightning,Northwest Fire Centre
700,POINT (-122.79751948320295 59.56000594810254),59.56,-122.7975,3620.7000000000003,G90310,2004,2004-07-15 20:18:00,2004-11-15 23:00:00,Lightning,Prince George Fire Centre
701,POINT (-120.81568581217303 59.04683922544961),59.046800000000005,-120.8157,13325.0,G90352,2004,2004-07-17 21:19:00,2004-12-31 20:31:00,Lightning,Prince George Fire Centre
702,POINT (-120.21468603115369 59.67050632337638),59.670500000000004,-120.21470000000001,1600.0,G90440,2004,2004-07-22 01:08:00,2004-11-09 23:00:00,Lightning,Prince George Fire Centre
703,POINT (-120.37904891885265 52.41328907544349),52.4133,-120.379,4745.0,K10367,2004,2004-07-24 15:15:00,2004-09-24 22:30:00,Lightning,Kamloops Fire Centre
704,POINT (-120.01901909085127 59.849673355305356),59.849700000000006,-120.019,2299.1,G90442,2004,2004-07-25 04:51:00,2004-11-09 23:00:00,Lightning,Prince George Fire Centre
705,POINT (-120.008352084029 59.84000635642143),59.84,-120.0083,2299.1,G90441,2004,2004-07-25 04:51:00,2004-11-09 23:00:00,Lightning,Prince George Fire Centre
706,POINT (-118.83334884323435 53.0500062948833),53.050000000000004,-118.83330000000001,2638.0,G30485,2004,2004-08-04 19:25:00,2004-09-24 17:20:00,Lightning,Prince George Fire Centre
707,POINT (-124.04444996264745 53.59600565206497),53.596000000000004,-124.04440000000001,12500.0,G40089,2005,2005-05-28 23:00:00,2005-09-01 23:00:00,Unknown,Prince George Fire Centre
708,POINT (-123.96668393890921 53.566672661265294),53.566700000000004,-123.9667,12371.0,G40100,2005,2005-05-29 01:00:00,2005-08-30 19:00:00,Lightning,Prince George Fire Centre
709,POINT (-124.04444996264745 53.59600565206497),53.596000000000004,-124.04440000000001,12500.0,G40083,2005,2005-05-29 02:22:00,2005-09-01 23:00:00,Unknown,Prince George Fire Centre
710,POINT (-124.04444996264745 53.59600565206497),53.596000000000004,-124.04440000000001,12500.0,G40114,2005,2005-05-29 20:35:00,2005-09-01 23:00:00,Unknown,Prince George Fire Centre
711,POINT (-121.57055210930102 59.31705612254644),59.3171,-121.57050000000001,1048.0,G90159,2005,2005-05-30 02:14:00,2005-06-30 23:00:00,Lightning,Prince George Fire Centre
712,POINT (-120.8930189193583 59.21633921785275),59.216300000000004,-120.893,6720.0,G90151,2005,2005-05-30 03:31:00,2005-08-02 20:30:00,Lightning,Prince George Fire Centre
713,POINT (-121.4355191300157 59.40267314380401),59.4027,-121.4355,1516.0,G90167,2005,2005-05-30 06:57:00,2005-06-30 23:00:00,Lightning,Prince George Fire Centre
714,POINT (-121.38868245944367 50.34750586061932),50.347500000000004,-121.3887,5560.0,K70135,2005,2005-07-30 01:50:00,2005-10-31 19:00:00,Person,Kamloops Fire Centre
715,POINT (-121.71765045159893 55.84153902428381),55.8415,-121.7176,1200.0,G70097,2006,2006-05-02 20:00:00,2006-05-23 19:00:00,Person,Prince George Fire Centre
716,POINT (-125.80785227890553 58.20250549404128),58.2025,-125.8078,7000.0,G60237,2006,2006-06-07 19:00:00,2006-09-20 21:00:00,Lightning,Prince George Fire Centre
717,POINT (-120.62818374498877 54.597839129149506),54.5978,-120.6282,1774.0,G70333,2006,2006-06-28 02:12:00,2006-10-27 16:25:00,Lightning,Prince George Fire Centre
718,POINT (-120.78228402962172 55.24412313112231),55.2441,-120.7823,9401.0,G70319,2006,2006-06-28 03:00:00,2006-09-22 16:50:00,Lightning,Prince George Fire Centre
719,POINT (-120.65286668879475 54.440289120765875),54.4403,-120.6529,12051.0,G70309,2006,2006-06-28 03:06:00,2006-10-27 16:25:00,Lightning,Prince George Fire Centre
720,POINT (-120.43426678187173 54.78317316091421),54.7832,-120.43430000000001,3717.0,G70329,2006,2006-06-28 04:24:00,2006-09-19 19:02:00,Lightning,Prince George Fire Centre
721,POINT (-127.71313682461277 58.65900521711676),58.659000000000006,-127.71310000000001,10600.0,G90419,2006,2006-07-01 23:00:00,2006-09-30 19:00:00,Lightning,Prince George Fire Centre
722,POINT (-121.45001801891013 57.22025609646181),57.2203,-121.45,1064.0,G80343,2006,2006-07-02 20:00:00,2006-09-26 17:50:00,Lightning,Prince George Fire Centre
723,POINT (-122.88701847914497 57.6211729041777),57.6212,-122.887,6552.0,G80353,2006,2006-07-02 20:34:00,2006-10-27 16:30:00,Lightning,Prince George Fire Centre
724,POINT (-121.87001797284188 56.95333903181204),56.953300000000006,-121.87,4366.2,G80381,2006,2006-07-02 20:37:00,2006-10-27 16:30:00,Lightning,Prince George Fire Centre
725,POINT (-121.83701815250001 57.34717304627596),57.3472,-121.837,3575.4,G80347,2006,2006-07-02 20:39:00,2006-09-26 18:59:00,Lightning,Prince George Fire Centre
726,POINT (-124.94285008176124 53.52783853265805),53.5278,-124.9428,1590.0,G40363,2006,2006-07-02 20:40:00,2006-09-12 19:00:00,Lightning,Prince George Fire Centre
727,POINT (-121.79618520797449 57.48050605464648),57.4805,-121.7962,2882.0,G80349,2006,2006-07-02 21:07:00,2006-09-26 18:59:00,Lightning,Prince George Fire Centre
728,POINT (-121.88335128804901 57.61200604548965),57.612,-121.8833,1080.0,G80375,2006,2006-07-02 22:30:00,2006-10-23 17:25:00,Lightning,Prince George Fire Centre
729,POINT (-125.556683943251 52.88167243645153),52.8817,-125.5567,10960.5,C50148,2006,2006-07-02 23:02:00,2006-12-19 16:30:00,Lightning,Cariboo Fire Centre
730,POINT (-125.52001695612653 52.93667244229433),52.9367,-125.52,1160.0,C10150,2006,2006-07-02 23:24:00,2006-07-26 15:30:00,Lightning,Cariboo Fire Centre
731,POINT (-123.37291665748702 53.05372272300717),53.0537,-123.3729,8524.0,C10157,2006,2006-07-03 04:36:00,2006-10-18 07:00:00,Lightning,Cariboo Fire Centre
732,POINT (-124.11668381201375 53.14833863018272),53.148300000000006,-124.11670000000001,11500.0,C10161,2006,2006-07-03 04:36:00,2006-10-18 17:47:00,Lightning,Cariboo Fire Centre
733,POINT (-124.92751815585227 56.17833859252944),56.1783,-124.92750000000001,1174.9,G60418,2006,2006-07-03 21:00:00,2006-09-25 16:30:00,Lightning,Prince George Fire Centre
734,POINT (-124.00540041801452 54.7948886886284),54.794900000000005,-124.00540000000001,1100.0,G50392,2006,2006-07-03 21:00:00,2006-09-12 19:00:00,Lightning,Prince George Fire Centre
735,POINT (-123.46719979775537 53.40248872098584),53.4025,-123.4672,1553.2,G10389,2006,2006-07-03 22:50:00,2006-10-30 15:00:00,Lightning,Prince George Fire Centre
736,POINT (-125.35885116043596 56.0291725300947),56.0292,-125.3588,3081.9,G60490,2006,2006-07-04 04:00:00,2006-10-26 16:30:00,Lightning,Prince George Fire Centre
737,POINT (-123.98841672003378 52.94657264046849),52.946600000000004,-123.98840000000001,1315.0,C10204,2006,2006-07-05 05:09:00,2006-11-06 16:00:00,Lightning,Cariboo Fire Centre
738,POINT (-120.5666819524882 49.01667288853973),49.0167,-120.56670000000001,5400.0,K61278,2006,2006-09-04 23:00:00,2006-12-01 17:00:00,Lightning,Kamloops Fire Centre
739,POINT (-120.38416492287399 49.02182290960531),49.0218,-120.3842,1801.0,K51324,2006,2006-09-06 07:00:00,,Person,Kamloops Fire Centre
740,POINT (-128.00001993618923 58.783338174805934),58.783300000000004,-128.0,9400.0,G90072,2007,2007-06-02 22:00:00,2007-08-17 21:00:00,Person,Prince George Fire Centre
741,POINT (-128.00801994917344 58.80317217354436),58.803200000000004,-128.008,9434.7,R90030,2007,2007-06-03 00:55:00,,Unknown,Northwest Fire Centre
742,POINT (-116.920397599098 50.202173369583186),50.202200000000005,-116.9204,1528.0,N70139,2007,2007-07-14 23:02:03,2007-10-10 19:00:00,Lightning,Southeast Fire Centre
743,POINT (-116.20158137059973 49.87753942975281),49.877500000000005,-116.2016,1897.0,N20149,2007,2007-07-15 02:20:00,2007-10-11 21:00:00,Lightning,Southeast Fire Centre
744,POINT (-115.20051425548812 50.20397356305109),50.204,-115.2005,1003.0,N20346,2007,2007-07-18 01:53:00,2007-10-11 21:00:00,Lightning,Southeast Fire Centre
745,POINT (-117.23984750612715 49.628839298328614),49.628800000000005,-117.2398,1075.0,N70347,2007,2007-07-18 23:57:00,2007-11-12 16:00:00,Lightning,Southeast Fire Centre
746,POINT (-117.44134759318351 49.80633928626956),49.8063,-117.44130000000001,3137.0,N50372,2007,2007-07-24 01:00:00,2007-10-04 15:00:00,Lightning,Southeast Fire Centre
747,POINT (-117.44118138314602 49.00683923600254),49.006800000000005,-117.44120000000001,3969.0,N50523,2007,2007-08-10 17:26:00,2007-11-09 16:00:00,Lightning,Southeast Fire Centre
748,POINT (-127.11668669126313 58.5833383052289),58.5833,-127.11670000000001,5348.0,G90088,2008,2008-05-12 22:00:00,2008-08-25 15:00:00,Person,Prince George Fire Centre
749,POINT (-123.56330201041784 58.43147282198312),58.4315,-123.56330000000001,1300.0,G90193,2008,2008-06-22 00:45:00,2008-08-14 23:30:00,Lightning,Prince George Fire Centre
750,POINT (-122.77889885953965 50.91343871908941),50.9134,-122.77890000000001,8050.0,K70216,2009,2009-05-29 23:00:00,2009-12-01 20:00:00,Person,Kamloops Fire Centre
751,POINT (-126.42487012099987 59.54710541172472),59.5471,-126.42490000000001,23182.0,G90084,2009,2009-05-29 23:54:00,2009-11-03 00:00:00,Lightning,Prince George Fire Centre
752,POINT (-128.82151960211422 57.93450505175733),57.9345,-128.82150000000001,2035.0,R90075,2009,2009-06-11 03:30:00,2009-09-09 23:00:00,Lightning,Northwest Fire Centre
753,POINT (-125.70262997088025 49.75597132409705),49.756,-125.7026,1000.0,V80850,2009,2009-07-06 03:00:00,2009-10-20 19:00:00,Lightning,Costal Fire Centre
754,POINT (-119.77158211677279 50.14032303906833),50.1403,-119.7716,9277.0,K50720,2009,2009-07-16 05:00:00,2009-12-16 00:00:00,Person,Kamloops Fire Centre
755,POINT (-121.97084865515684 50.67917280600356),50.6792,-121.97080000000001,3696.0,K70814,2009,2009-07-23 00:05:00,2009-12-01 20:00:00,Lightning,Kamloops Fire Centre
756,POINT (-121.97948254106988 50.28358878728587),50.2836,-121.9795,10000.0,K71110,2009,2009-07-25 19:00:00,2009-12-01 20:00:00,Lightning,Kamloops Fire Centre
757,POINT (-119.30001537568884 51.32167315496841),51.3217,-119.3,1514.7,K11011,2009,2009-07-26 04:00:00,2009-10-30 17:00:00,Lightning,Kamloops Fire Centre
758,POINT (-121.77658255769714 50.459205819345875),50.4592,-121.7766,2023.0,K70951,2009,2009-07-26 23:00:00,2009-12-01 20:00:00,Lightning,Kamloops Fire Centre
759,POINT (-117.85694889115675 50.59782228543132),50.5978,-117.85690000000001,2087.0,N50397,2009,2009-07-27 00:51:00,2009-10-14 15:00:00,Lightning,Southeast Fire Centre
760,POINT (-124.97834978313891 52.67877350563991),52.6788,-124.9783,1738.0,C50381,2009,2009-07-28 03:00:00,2009-11-17 18:00:00,Lightning,Cariboo Fire Centre
761,POINT (-125.88718574799272 52.17417337504642),52.1742,-125.8872,2288.0,C50402,2009,2009-07-29 22:40:00,2009-11-18 08:00:00,Lightning,Cariboo Fire Centre
762,POINT (-126.16666765638396 56.83332242772767),56.8333,-126.1666,2750.4,G60274,2009,2009-07-29 22:57:00,2009-10-15 21:02:00,Lightning,Prince George Fire Centre
763,POINT (-127.69805585096701 58.71092321923982),58.7109,-127.69800000000001,2310.0,G90324,2009,2009-07-30 07:32:00,2009-11-03 00:00:00,Lightning,Prince George Fire Centre
764,POINT (-127.13798943724461 58.09839029948682),58.098400000000005,-127.138,4041.6,G60461,2009,2009-07-30 07:43:00,2009-09-16 20:46:00,Lightning,Prince George Fire Centre
765,POINT (-127.64593557414457 56.17083821164883),56.1708,-127.64590000000001,1600.0,R40157,2009,2009-07-30 21:20:00,2009-10-29 17:00:00,Lightning,Northwest Fire Centre
766,POINT (-127.3039506098127 56.35982326124316),56.3598,-127.30390000000001,1000.0,G50278,2009,2009-07-30 21:24:00,2009-10-10 15:00:00,Lightning,Prince George Fire Centre
767,POINT (-125.81829986695635 52.55130539359275),52.551300000000005,-125.81830000000001,2826.0,C50396,2009,2009-07-30 21:30:00,2009-10-30 07:00:00,Lightning,Cariboo Fire Centre
768,POINT (-124.20668119982419 51.27483955839962),51.2748,-124.20670000000001,2400.0,C50400,2009,2009-07-30 22:38:00,2009-11-17 18:00:00,Lightning,Cariboo Fire Centre
769,POINT (-122.00656554211605 50.27258878430935),50.272600000000004,-122.0066,3000.0,K71328,2009,2009-07-30 23:00:00,2009-12-01 20:00:00,Lightning,Kamloops Fire Centre
770,POINT (-120.94068221628486 49.76023888395605),49.760200000000005,-120.9407,3025.0,K61231,2009,2009-07-31 00:56:00,2009-11-09 20:00:00,Lightning,Kamloops Fire Centre
771,POINT (-127.61305220113955 57.49775522704362),57.497800000000005,-127.613,1800.0,R90189,2009,2009-07-31 01:30:00,2009-09-09 23:00:00,Lightning,Northwest Fire Centre
772,POINT (-123.79551831296385 51.83584062841334),51.8358,-123.7955,66571.0,C50418,2009,2009-07-31 05:27:00,2009-12-04 16:28:00,Lightning,Cariboo Fire Centre
773,POINT (-130.68050396392104 59.893137763777624),59.893100000000004,-130.6805,1500.0,R90162,2009,2009-07-31 21:00:00,2009-09-28 23:00:00,Lightning,Northwest Fire Centre
774,POINT (-124.29336683736926 53.140420606800014),53.1404,-124.2934,6618.0,C10480,2009,2009-07-31 21:43:00,2009-11-24 22:00:00,Lightning,Cariboo Fire Centre
775,POINT (-122.48226584697795 51.036355759675594),51.0364,-122.48230000000001,6467.0,K71185,2009,2009-07-31 22:59:00,2009-12-01 20:00:00,Lightning,Kamloops Fire Centre
776,POINT (-122.22303274691137 50.8489227836508),50.8489,-122.223,2042.0,K71183,2009,2009-07-31 22:59:00,2009-11-12 20:00:00,Lightning,Kamloops Fire Centre
777,POINT (-129.4000195305342 57.64067196602466),57.6407,-129.4,1909.0,R90172,2009,2009-07-31 23:00:00,2009-09-09 23:00:00,Lightning,Northwest Fire Centre
778,POINT (-122.48339884637538 51.03400575925399),51.034,-122.4834,4574.0,K71219,2009,2009-08-01 04:00:00,2009-12-01 20:00:00,Lightning,Kamloops Fire Centre
779,POINT (-119.3751153899959 51.32217314680844),51.3222,-119.3751,2579.8,K11303,2009,2009-08-01 07:18:00,2009-10-30 17:00:00,Lightning,Kamloops Fire Centre
780,POINT (-125.28650104585344 53.28287248143006),53.282900000000005,-125.2865,1172.0,G40306,2009,2009-08-01 09:40:00,2009-10-14 15:00:00,Lightning,Prince George Fire Centre
781,POINT (-121.87968474411993 51.029355832307516),51.0294,-121.8797,20925.0,C40429,2009,2009-08-01 15:10:00,2009-11-02 20:00:00,Lightning,Cariboo Fire Centre
782,POINT (-122.2703487125318 50.706188771593666),50.7062,-122.2703,1748.0,K71263,2009,2009-08-02 23:00:00,2009-12-01 20:00:00,Person,Kamloops Fire Centre
783,POINT (-119.4916822563695 50.802673106678185),50.8027,-119.49170000000001,2896.0,K31483,2009,2009-08-21 06:12:00,2009-12-10 20:00:00,Lightning,Kamloops Fire Centre
784,POINT (-119.73619824250395 50.6016060673135),50.601600000000005,-119.73620000000001,2100.0,K21563,2009,2009-08-21 06:22:00,2009-11-30 20:00:00,Lightning,Kamloops Fire Centre
785,POINT (-131.46493756264368 59.04098765159703),59.041000000000004,-131.4649,1425.0,R90035,2010,2010-05-30 02:38:00,2010-11-09 22:00:00,Lightning,Northwest Fire Centre
786,POINT (-127.66463880143908 58.63140622414505),58.6314,-127.66460000000001,2603.5,G90210,2010,2010-06-06 21:51:00,2010-10-29 21:00:00,Lightning,Prince George Fire Centre
787,POINT (-131.92593716123318 58.216754588766655),58.216800000000006,-131.9259,28000.0,R90044,2010,2010-06-08 21:51:00,2010-11-09 22:00:00,Lightning,Northwest Fire Centre
788,POINT (-130.31110293437345 58.176387830553864),58.1764,-130.3111,1700.0,R90052,2010,2010-06-10 01:24:00,2010-08-15 20:20:00,Lightning,Northwest Fire Centre
789,POINT (-130.68706988889195 57.998154775478305),57.998200000000004,-130.68710000000002,2300.0,R90039,2010,2010-06-10 02:39:00,2010-11-09 22:00:00,Lightning,Northwest Fire Centre
790,POINT (-124.39081710755717 53.83273861299092),53.8327,-124.39080000000001,6100.0,G40151,2010,2010-06-18 23:10:00,2010-11-15 17:00:00,Person,Prince George Fire Centre
791,POINT (-126.21776808593091 53.00780635345925),53.0078,-126.21780000000001,4274.0,C50096,2010,2010-07-08 22:30:00,2010-11-29 21:27:00,Lightning,Cariboo Fire Centre
792,POINT (-122.2620477705538 50.90530578085435),50.905300000000004,-122.262,2000.0,K70219,2010,2010-07-22 04:00:00,2010-09-28 17:00:00,Lightning,Kamloops Fire Centre
793,POINT (-123.62667935201989 52.03533765690283),52.0353,-123.6267,1589.5,C50238,2010,2010-07-27 22:26:00,2010-08-29 12:27:00,Lightning,Cariboo Fire Centre
794,POINT (-122.06323297150973 51.66292383652919),51.6629,-122.06320000000001,7495.2,C20243,2010,2010-07-28 01:05:00,2010-11-26 21:00:00,Lightning,Cariboo Fire Centre
795,POINT (-122.95700134887976 52.359140752353476),52.359100000000005,-122.95700000000001,1993.8,C20269,2010,2010-07-28 01:26:00,2010-11-26 21:04:00,Lightning,Cariboo Fire Centre
796,POINT (-123.50184733931947 52.06050667308784),52.060500000000005,-123.5018,11638.6,C50234,2010,2010-07-28 01:29:00,2010-09-26 02:25:00,Lightning,Cariboo Fire Centre
797,POINT (-129.1723537325647 59.858822995705545),59.8588,-129.1723,35284.398,R90093,2010,2010-07-28 01:30:00,2010-11-10 22:00:00,Lightning,Northwest Fire Centre
798,POINT (-122.50308333486497 52.5444888158139),52.5445,-122.5031,2759.9,C10221,2010,2010-07-28 01:35:00,2010-11-25 20:00:00,Lightning,Cariboo Fire Centre
799,POINT (-123.47335135928759 52.135003679168626),52.135000000000005,-123.47330000000001,5269.6,C50183,2010,2010-07-28 01:40:00,2010-09-19 04:24:00,Lightning,Cariboo Fire Centre
800,POINT (-122.86008534923093 52.40795676587421),52.408,-122.8601,1020.0,C10192,2010,2010-07-28 01:43:00,2010-08-08 22:29:00,Lightning,Cariboo Fire Centre
801,POINT (-122.8018963444911 52.421140773853544),52.4211,-122.8019,16167.0,C10191,2010,2010-07-28 01:49:00,2010-11-25 20:00:00,Lightning,Cariboo Fire Centre
802,POINT (-123.35011453732388 52.719571714727195),52.7196,-123.35010000000001,1710.0,C10218,2010,2010-07-28 02:02:00,2010-11-26 20:00:00,Lightning,Cariboo Fire Centre
803,POINT (-122.73053130994163 52.35399077999128),52.354,-122.7305,7437.7,C20263,2010,2010-07-28 02:07:00,2010-08-20 14:00:00,Lightning,Cariboo Fire Centre
804,POINT (-123.59635273879624 53.180337698089694),53.1803,-123.5963,2449.0,C10209,2010,2010-07-28 02:35:00,2010-08-10 23:00:00,Lightning,Cariboo Fire Centre
805,POINT (-123.11737952773116 52.803323747169074),52.8033,-123.1174,2990.0,C10199,2010,2010-07-28 02:40:00,2010-11-26 21:12:00,Lightning,Cariboo Fire Centre
806,POINT (-122.74081527990337 52.25965677532034),52.2597,-122.74080000000001,3714.4,C20200,2010,2010-07-28 02:46:00,2010-11-26 21:11:00,Lightning,Cariboo Fire Centre
807,POINT (-123.42835341178808 52.31333769094037),52.313300000000005,-123.42830000000001,16236.6,C50186,2010,2010-07-28 03:00:00,2010-12-01 04:26:00,Lightning,Cariboo Fire Centre
808,POINT (-122.55961725852934 52.28672179940601),52.2867,-122.5596,1419.1000000000001,C20313,2010,2010-07-28 03:05:00,2011-01-26 19:43:00,Lightning,Cariboo Fire Centre
